title,company_name,location_name,category_name,salary_min,salary_max,salary_avg,contract_type,contract_time,currency
4on 4off Class1 Lesmahagow,Gregory,"Burnfoot, Lesmahagow",Logistics & Warehouse Jobs,34320.0,40040.0,37180.0,permanent,full_time,GBP
Expense Analyst | Temporary,HAYS,"London, UK",Accounting & Finance Jobs,51739.72,51739.72,51739.72,Unknown,Unknown,GBP
Payroll & Pensions Officer,Hays,"Barnet, Hertfordshire",Accounting & Finance Jobs,36045.64,36045.64,36045.64,contract,part_time,GBP
Mobile Vehicle Technician - Norwich,RAC,"Martham, Great Yarmouth",Engineering Jobs,36045.64,52000.0,44022.82,Unknown,full_time,GBP
Senior FP&A Analyst,Network Plus,"Mosley Common, Worsley",Accounting & Finance Jobs,55000.0,60000.0,57500.0,contract,Unknown,GBP
SLD Tutor,Targeted Provision Ltd,"Barton, Newport",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Accounts Manager,HAYS,"Edinburgh, Scotland",Accounting & Finance Jobs,51927.36,51927.36,51927.36,Unknown,full_time,GBP
Amazon Flex Delivery Driver - Earn £14 - £18 per hour*,Amazon Flex,"Woodley, Reading",Logistics & Warehouse Jobs,14.0,18.0,16.0,Unknown,Unknown,GBP
FP&A Business Partner,HAYS,"Edinburgh, Scotland",Accounting & Finance Jobs,67323.7,67323.7,67323.7,permanent,full_time,GBP
Personal Tax Semi Senior,HAYS,"London, UK",Accounting & Finance Jobs,34243.43,34243.43,34243.43,Unknown,Unknown,GBP
SEND Teacher,Targeted Provision Ltd,"Ladywood, Birmingham",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
"SEN / SEND Tutor, Dorset",Targeted Provision Ltd,"Dorchester, Dorset",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Finance Analyst,HAYS,"Farnborough, Hampshire",Accounting & Finance Jobs,40635.14,40635.14,40635.14,Unknown,Unknown,GBP
Mobile Vehicle Technician - Luton,RAC,"Harpenden, Hertfordshire",Engineering Jobs,40635.14,57000.0,48817.57,Unknown,full_time,GBP
Mobile Vehicle Technician - Northampton,RAC,"Little Oakley, Corby",Engineering Jobs,40635.14,52000.0,46317.57,Unknown,full_time,GBP
Store Manager,KFC UK,"Ash Vale, Aldershot",Retail Jobs,35000.0,40000.0,37500.0,Unknown,full_time,GBP
FP&A Analyst,HAYS,"Cheltenham, Gloucestershire",Accounting & Finance Jobs,51121.09,51121.09,51121.09,Unknown,Unknown,GBP
SEND Teacher,Targeted Provision Ltd,"Woodloes Park, Warwick",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Mobile Vehicle Technician - Northampton,RAC,"Newton Solney, Burton-On-Trent",Engineering Jobs,58240.0,52000.0,55120.0,Unknown,full_time,GBP
Fraud Specialist,Teleperformance,"Meigle, Skelmorlie",Customer Services Jobs,37465.28,37465.28,37465.28,permanent,full_time,GBP
Skilled Despatch Operative,Samworth Brothers,"Melton Mowbray, Leicestershire",Logistics & Warehouse Jobs,25311.0,25311.0,25311.0,permanent,Unknown,GBP
Part Time Sales Advisor - Uncapped Commission,EE,"Annitsford, Cramlington",Part time Jobs,13379.0,13379.0,13379.0,Unknown,part_time,GBP
International Corporate Tax Senior Manager(,HAYS,"London, UK",Accounting & Finance Jobs,92270.34,92270.34,92270.34,Unknown,Unknown,GBP
T3 Vehicle Technician/MOT Tester,Halfords,"Oakdale, Poole",Engineering Jobs,35000.0,35000.0,35000.0,Unknown,full_time,GBP
FP&A Manager,HAYS,"London, UK",IT Jobs,71456.26,71456.26,71456.26,Unknown,Unknown,GBP
SEND Teacher,Targeted Provision Ltd,"St. Michael Penkivel, Truro",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Amazon Flex Delivery Driver - Earn £14 - £18 per hour*,Amazon Flex,"Tilehurst, Reading",Logistics & Warehouse Jobs,14.0,18.0,16.0,Unknown,Unknown,GBP
Driver,Ocado Logistics,"Bicester, Oxfordshire",Logistics & Warehouse Jobs,29.0,29.0,29.0,permanent,full_time,GBP
Mobile Vehicle Technician - South East,RAC,"Chalvey, Slough",Engineering Jobs,29.0,52000.0,26014.5,Unknown,full_time,GBP
Valuations Surveyor,HAYS,"Manchester, Greater Manchester",Accounting & Finance Jobs,46355.93,46355.93,46355.93,permanent,Unknown,GBP
Financial Accountant *Travel*,HAYS,"The City, Central London",Accounting & Finance Jobs,57170.13,57170.13,57170.13,Unknown,Unknown,GBP
Finance Manager FTC,HAYS,"Belfast, Northern Ireland",Accounting & Finance Jobs,41953.0,41953.0,41953.0,contract,Unknown,GBP
Payroll Senior specialist,HAYS,"Manchester, Greater Manchester",Accounting & Finance Jobs,32220.4,32220.4,32220.4,permanent,full_time,GBP
Finance Manager (FMCG),HAYS,"London, UK",Accounting & Finance Jobs,80181.38,80181.38,80181.38,Unknown,Unknown,GBP
Accounts Payable,HAYS,"Tewkesbury, Gloucestershire",Accounting & Finance Jobs,41169.7,41169.7,41169.7,contract,Unknown,GBP
Mobile Vehicle Technician,RAC,"Claygate, Esher",Engineering Jobs,41169.7,52000.0,46584.85,Unknown,full_time,GBP
Senior Quantity Surveyor,HAYS,"East Sussex, South East England",Trade & Construction Jobs,71792.8,71792.8,71792.8,permanent,Unknown,GBP
Civils Project Manager,HAYS,UK,Trade & Construction Jobs,58701.91,58701.91,58701.91,Unknown,Unknown,GBP
SEN Teacher,Targeted Provision Ltd,"Low Hill, Liverpool",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Private Client Tax Senior Manager/Director,HAYS,"Birmingham, West Midlands",Accounting & Finance Jobs,68045.09,68045.09,68045.09,Unknown,Unknown,GBP
Bromley Assistant or Junior Quantity Surveyor,HAYS,"Bromley, South East London",Trade & Construction Jobs,37345.49,37345.49,37345.49,Unknown,Unknown,GBP
Audit - Assistant Manager - Industry & Services,Forvis Mazars,"Temple Meads, Bristol",Accounting & Finance Jobs,53684.71,53684.71,53684.71,Unknown,full_time,GBP
Cycle Technician,Halfords,"Earlswood, Solihull",Retail Jobs,21632.0,26228.0,23930.0,Unknown,part_time,GBP
Roadside Vehicle Technician,RAC,"Tredington, Tewkesbury",Engineering Jobs,21632.0,61000.0,41316.0,Unknown,full_time,GBP
Retail Assistant,Co-op,"Bala, Gwynedd",Retail Jobs,12.0,12.0,12.0,contract,part_time,GBP
Superflex Roadside Patrol - Slough,RAC,"Chalvey, Slough",Engineering Jobs,12.0,61000.0,30506.0,Unknown,full_time,GBP
Mobile Vehicle Technician - North West,RAC,"Birkdale, Southport",Engineering Jobs,12.0,52000.0,26006.0,Unknown,full_time,GBP
"SEN / SEND Tutor, Tyne and Wear",Targeted Provision Ltd,"Bensham, Gateshead",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Assistant Quantity Surveyor,HAYS,"Market Harborough, Leicestershire",Trade & Construction Jobs,34745.75,34745.75,34745.75,contract,Unknown,GBP
Customer Service Advisor,Teleperformance,"Hillhall, Lisburn",Customer Services Jobs,32246.62,32246.62,32246.62,permanent,full_time,GBP
Payroll and Benefits Administrator,Hays,"London, UK",Accounting & Finance Jobs,37232.58,37232.58,37232.58,Unknown,Unknown,GBP
Project Manager (Building Consultancy),HAYS,"Belfast, Northern Ireland",Trade & Construction Jobs,51017.44,51017.44,51017.44,Unknown,Unknown,GBP
Audit Senior,HAYS,"Witney, Oxfordshire",Accounting & Finance Jobs,45112.52,45112.52,45112.52,permanent,full_time,GBP
Mobile Tyre Technician,Halfords,"Reddish, Stockport",Logistics & Warehouse Jobs,29500.0,29500.0,29500.0,Unknown,full_time,GBP
Special Education Needs Teacher,Targeted Provision Ltd,"Southerham, Lewes",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Financial Controller,HAYS,"Milton Keynes, Buckinghamshire",Accounting & Finance Jobs,70480.12,70480.12,70480.12,Unknown,Unknown,GBP
Call Centre Agent - Uncapped Commission,EE,"Spital Tongues, Newcastle Upon Tyne",Sales Jobs,25087.0,25087.0,25087.0,permanent,full_time,GBP
Group Financial Accountant,HAYS,"Walsall, West Midlands",Accounting & Finance Jobs,56579.68,56579.68,56579.68,permanent,Unknown,GBP
Roadside Rescue Mechanic,RAC,"Brentford, West London",Engineering Jobs,56579.68,66000.0,61289.84,Unknown,full_time,GBP
SEN Class Teacher,Polaris Community,"Wollaston, Stourbridge",Teaching Jobs,30455.66,30455.66,30455.66,Unknown,full_time,GBP
Night Trunk Driver,Gregory,"Cannards Grave, Shepton Mallet",Logistics & Warehouse Jobs,40000.0,42000.0,41000.0,permanent,Unknown,GBP
Outsourcing Manager,HAYS,"Liverpool, Merseyside",Accounting & Finance Jobs,53920.79,53920.79,53920.79,Unknown,Unknown,GBP
Speech & Language Therapist,Witherslack Group,"Willington, Crook",Healthcare & Nursing Jobs,39606.6,39606.6,39606.6,Unknown,full_time,GBP
Sales Advisor - Uncapped Commission,EE,"West Harlsey, Northallerton",Sales Jobs,25087.0,25087.0,25087.0,permanent,full_time,GBP
Intermediate Building surveyor,HAYS,"Belfast, Northern Ireland",Trade & Construction Jobs,39499.89,39499.89,39499.89,Unknown,Unknown,GBP
Customer Team Member,Co-op,"Dorchester, Dorset",Retail Jobs,12.0,12.0,12.0,permanent,part_time,GBP
Mobile Vehicle Technician,RAC,"Edgware, North West London",Engineering Jobs,12.0,57000.0,28506.0,Unknown,full_time,GBP
MLD Teacher,Targeted Provision Ltd,"Caversham, Reading",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Interim M&A Finance Lead,HAYS,"Manchester, Greater Manchester",Accounting & Finance Jobs,58712.43,58712.43,58712.43,contract,Unknown,GBP
Bookkeeper,HAYS,"Hitchin, Hertfordshire",Accounting & Finance Jobs,32839.94,32839.94,32839.94,Unknown,Unknown,GBP
Sales Agent - Uncapped Commission,EE,"Hurworth, Darlington",Sales Jobs,25087.0,25087.0,25087.0,permanent,full_time,GBP
Mobile Mechanic,RAC,"Trigon, Wareham",Engineering Jobs,25087.0,52000.0,38543.5,Unknown,full_time,GBP
Sales Associate - Uncapped Commission,EE,"Hurworth, Darlington",Sales Jobs,20.0,13379.0,6699.5,Unknown,part_time,GBP
Commercial Tyre Technician - Mobile,Halfords,"Dunnikier Park, Kirkcaldy",Engineering Jobs,40000.0,60000.0,50000.0,Unknown,full_time,GBP
Internal Audit Manager,HAYS,"London, UK",Accounting & Finance Jobs,69536.08,69536.08,69536.08,Unknown,Unknown,GBP
Scrub Nurse/ODP,Ramsay Health Care,"Lezant, Launceston",Healthcare & Nursing Jobs,39909.66,39909.66,39909.66,Unknown,full_time,GBP
Mobile Mechanic,RAC,"Loudwater, High Wycombe",Engineering Jobs,39909.66,52000.0,45954.83,Unknown,full_time,GBP
Tiler (Self-Employed),MyJobQuote,"Berkshire, South East England",Trade & Construction Jobs,51821.1,51821.1,51821.1,contract,Unknown,GBP
Mobile Mechanic,RAC,"Washaway, Bodmin",Engineering Jobs,51821.1,52000.0,51910.55,Unknown,full_time,GBP
Vehicle Accessory Fitter,Halfords,"Waterglade Industrial Park, West Thurrock",Retail Jobs,23920.0,28516.0,26218.0,Unknown,part_time,GBP
Multi Skilled Maintenance Engineer,Samworth Brothers,"Callington, Cornwall",Manufacturing Jobs,50086.0,50086.0,50086.0,permanent,Unknown,GBP
Delivery Driver - Purfleet,Ocado Logistics,"West Tilbury, Tilbury",Logistics & Warehouse Jobs,13.0,13.0,13.0,permanent,full_time,GBP
Assistant FM Manager –Prison Maintenance,HAYS,"Leicestershire, East Midlands",Trade & Construction Jobs,38661.52,38661.52,38661.52,contract,Unknown,GBP
Warehouse,Ocado Logistics,"South Ockendon, Essex",Logistics & Warehouse Jobs,12.0,12.0,12.0,Unknown,full_time,GBP
Amazon Now E-Bike Delivery Partner - Earn £13 - £15 per hour*,Amazon Flex,"South Kensington, South West London",Logistics & Warehouse Jobs,13.0,15.0,14.0,Unknown,Unknown,GBP
Mobile Vehicle Technician,RAC,"North Mymms, Hatfield",Engineering Jobs,13.0,52000.0,26006.5,Unknown,full_time,GBP
Roadside Vehicle Mechanic,RAC,"Cadley, Marlborough",Engineering Jobs,13.0,61000.0,30506.5,Unknown,full_time,GBP
Fostering Engagement Officer,Polaris Community,"Woodgate, Birmingham",Customer Services Jobs,25332.01,25332.01,25332.01,permanent,full_time,GBP
Business Development Manager,Simplyhealth,"Ocean Village, Southampton",Sales Jobs,25332.01,70000.0,47666.005,Unknown,full_time,GBP
H&S Manager,HAYS,"Aberdeen, Aberdeenshire",Trade & Construction Jobs,68455.67,68455.67,68455.67,Unknown,Unknown,GBP
Jointing Supervisor,Network Plus,"Thingley, Corsham",Engineering Jobs,55000.0,60000.0,57500.0,Unknown,Unknown,GBP
Residential Childcare Support Worker,Leaving Care Solutions,"Eastmoor, Wakefield",Social work Jobs,28278.85,28278.85,28278.85,Unknown,part_time,GBP
Associate Director Tax deals advisory,HAYS,"Belfast, Northern Ireland",Accounting & Finance Jobs,84146.68,84146.68,84146.68,Unknown,Unknown,GBP
Mobile Mechanic,RAC,"Wytham, Oxford",Engineering Jobs,84146.68,52000.0,68073.34,Unknown,full_time,GBP
Quantity Surveyor,HAYS,"North Somerset, South West England",Trade & Construction Jobs,49572.5,49572.5,49572.5,contract,Unknown,GBP
FP&A Manager,HAYS,"London, UK",Accounting & Finance Jobs,87626.47,87626.47,87626.47,Unknown,Unknown,GBP
Residential Childcare Support Worker,Headway Adolescent Resources Limited,"Berrow, Burnham-On-Sea",Social work Jobs,31456.94,31456.94,31456.94,permanent,full_time,GBP
"SEN / SEND Tutor, Dorset",Targeted Provision Ltd,"Trigon, Wareham",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Tiler (Self-Employed),MyJobQuote,"Northamptonshire, East Midlands",Trade & Construction Jobs,51785.68,51785.68,51785.68,contract,Unknown,GBP
SEN Teacher,Polaris Community,"Healey, Batley",Teaching Jobs,29782.06,29782.06,29782.06,Unknown,full_time,GBP
Call Centre Operator - Uncapped Commission,EE,"Spital Tongues, Newcastle Upon Tyne",Sales Jobs,13379.0,13379.0,13379.0,Unknown,part_time,GBP
Site Manager,HAYS,"County Down, Northern Ireland",Trade & Construction Jobs,56712.36,56712.36,56712.36,permanent,Unknown,GBP
Market Research Interviewer - Car Required - Part Time,Ipsos,"Milton, Brampton",Part time Jobs,14.0,14.0,14.0,Unknown,part_time,GBP
Pharmacy Manager,Ramsay Health Care,"Cheshunt, Waltham Cross",Healthcare & Nursing Jobs,45807.56,45807.56,45807.56,Unknown,full_time,GBP
Tiler (Self-Employed),MyJobQuote,"Crewe, Cheshire",Trade & Construction Jobs,52913.07,52913.07,52913.07,contract,Unknown,GBP
SEN Teacher,Targeted Provision Ltd,"Caversham, Reading",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Senior Quantity Surveyor,HAYS,"Reading, Berkshire",Trade & Construction Jobs,62566.92,62566.92,62566.92,contract,Unknown,GBP
Management Accountant - Construction,HAYS,"London, UK",Accounting & Finance Jobs,59150.29,59150.29,59150.29,Unknown,Unknown,GBP
Roadside Rescue Mechanic,RAC,"Rodbourne Cheney, Swindon",Engineering Jobs,59150.29,61000.0,60075.145000000004,Unknown,full_time,GBP
Supervisor / Foreman,HAYS,"Glasgow, Scotland",Trade & Construction Jobs,43152.63,43152.63,43152.63,Unknown,Unknown,GBP
Skilled Production Operative,Samworth Brothers,"Melton Mowbray, Leicestershire",Retail Jobs,17069.0,17069.0,17069.0,permanent,Unknown,GBP
Field Interviewer - Car Required – Full Time,Ipsos,"Hull, East Riding Of Yorkshire",Sales Jobs,23000.0,23000.0,23000.0,Unknown,full_time,GBP
Senior Children's Residential Support Worker,Witherslack Group,"The Headland, Hartlepool",Social work Jobs,34514.86,34514.86,34514.86,Unknown,full_time,GBP
Amazon Now E-Bike Delivery Partner - Earn £13 - £15 per hour*,Amazon Flex,"Newington, South East London",Logistics & Warehouse Jobs,13.0,15.0,14.0,Unknown,Unknown,GBP
Market Research Interviewer – Car Required – Full Time,Ipsos,"Avonwick, South Brent",Sales Jobs,23000.0,23000.0,23000.0,Unknown,full_time,GBP
Pharmacy Manager,Ramsay Health Care,"Leavesden, Watford",Healthcare & Nursing Jobs,46225.61,46225.61,46225.61,Unknown,full_time,GBP
Tiler (Self-Employed),MyJobQuote,"Gravesend, Kent",Trade & Construction Jobs,52202.49,52202.49,52202.49,contract,Unknown,GBP
Tiler (Self-Employed),MyJobQuote,"Maidstone, Kent",Trade & Construction Jobs,52974.98,52974.98,52974.98,contract,Unknown,GBP
Finance Business Partner,HAYS,"London, UK",Accounting & Finance Jobs,55412.88,55412.88,55412.88,Unknown,Unknown,GBP
Community Engagement Practitioner,Hestia Housing Support,"Farringdon, Central London",Social work Jobs,30246.0,30246.0,30246.0,Unknown,Unknown,GBP
Tiler (Self-Employed),MyJobQuote,"Cheadle, Greater Manchester",Trade & Construction Jobs,51865.2,51865.2,51865.2,contract,Unknown,GBP
Field Interviewer - Car Required – Full Time,Ipsos,"West London, London",Sales Jobs,25000.0,25000.0,25000.0,Unknown,full_time,GBP
Senior Internal Auditor,HAYS,"London, UK",Accounting & Finance Jobs,70854.42,70854.42,70854.42,Unknown,Unknown,GBP
Finance Manager,HAYS,"Manchester, Greater Manchester",Accounting & Finance Jobs,50201.88,50201.88,50201.88,contract,full_time,GBP
Audit Senior,HAYS,"Aylesbury, Buckinghamshire",Accounting & Finance Jobs,49547.17,49547.17,49547.17,Unknown,Unknown,GBP
Kitchen Fitter (Self-Employed),MyJobQuote,"Sompting, Lancing",Trade & Construction Jobs,42492.69,42492.69,42492.69,contract,Unknown,GBP
Decorator (Self-Employed),MyJobQuote,"Grimsby, North East Lincolnshire",Trade & Construction Jobs,40199.86,40199.86,40199.86,contract,Unknown,GBP
Builder (Self-Employed),MyJobQuote,"Northumberland, North East England",Trade & Construction Jobs,42190.48,42190.48,42190.48,contract,Unknown,GBP
Special Education Needs Teacher,Targeted Provision Ltd,"Tram Inn, Hereford",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Customer Team Leader,Co-op,"Bransgore, Christchurch",Retail Jobs,13.0,13.0,13.0,permanent,part_time,GBP
Painter & Decorator (Self-Employed),MyJobQuote,"Corby, Northamptonshire",Trade & Construction Jobs,45696.95,45696.95,45696.95,contract,Unknown,GBP
Mobile Tyre Technician,Halfords,"Chelmsford, Essex",Logistics & Warehouse Jobs,30000.0,30000.0,30000.0,Unknown,full_time,GBP
Bench Engineer/Field Service Engineer,Rosscare,"Surrey, South East England",Engineering Jobs,26395.0,26395.0,26395.0,permanent,full_time,GBP
Builder (Self-Employed),MyJobQuote,"North East England, UK",Trade & Construction Jobs,42548.49,42548.49,42548.49,contract,Unknown,GBP
Kitchen Fitter (Self-Employed),MyJobQuote,"West Yorkshire, Yorkshire And The Humber",Trade & Construction Jobs,39681.34,39681.34,39681.34,contract,Unknown,GBP
Builder (Self-Employed),MyJobQuote,"Woolston, Kingsbridge",Trade & Construction Jobs,40715.52,40715.52,40715.52,contract,Unknown,GBP
Bathroom Fitter (Self-Employed),MyJobQuote,"Stanley, Ilkeston",Trade & Construction Jobs,46908.35,46908.35,46908.35,contract,Unknown,GBP
Builder (Self-Employed),MyJobQuote,"East Dunbartonshire, Scotland",Trade & Construction Jobs,40586.73,40586.73,40586.73,contract,Unknown,GBP
Kitchen Fitter (Self-Employed),MyJobQuote,"Liverpool, Merseyside",Trade & Construction Jobs,43547.57,43547.57,43547.57,contract,Unknown,GBP
Decorator (Self-Employed),MyJobQuote,"Manchester Science Park, Manchester",Trade & Construction Jobs,45737.24,45737.24,45737.24,contract,Unknown,GBP
Tiler (Self-Employed),MyJobQuote,"Durham, County Durham",Trade & Construction Jobs,58215.32,58215.32,58215.32,contract,Unknown,GBP
Tiler (Self-Employed),MyJobQuote,"Witney, Oxfordshire",Trade & Construction Jobs,49754.23,49754.23,49754.23,contract,Unknown,GBP
Kitchen Fitter (Self-Employed),MyJobQuote,"Ely, Cambridgeshire",Trade & Construction Jobs,41432.81,41432.81,41432.81,contract,Unknown,GBP
Mobile Vehicle Technician - Coventry,RAC,"Hilderstone, Stone",Engineering Jobs,41432.81,52000.0,46716.405,Unknown,full_time,GBP
Painter & Decorator (Self-Employed),MyJobQuote,"Stratford, East London",Trade & Construction Jobs,46156.62,46156.62,46156.62,contract,Unknown,GBP
MLD Teacher,Targeted Provision Ltd,"Frieze Hill, Taunton",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Tiler (Self-Employed),MyJobQuote,"Garsington, Oxford",Trade & Construction Jobs,55727.68,55727.68,55727.68,contract,Unknown,GBP
Tiler (Self-Employed),MyJobQuote,"Gateshead, Tyne & Wear",Trade & Construction Jobs,56444.19,56444.19,56444.19,contract,Unknown,GBP
Kitchen Fitter (Self-Employed),MyJobQuote,"Luton, Bedfordshire",Trade & Construction Jobs,38234.18,38234.18,38234.18,contract,Unknown,GBP
Bathroom Fitter (Self-Employed),MyJobQuote,"Woodbridge, Suffolk",Trade & Construction Jobs,38564.27,38564.27,38564.27,contract,Unknown,GBP
Bathroom Fitter (Self-Employed),MyJobQuote,"Fieldhead Business Centre, Bradford",Trade & Construction Jobs,47578.12,47578.12,47578.12,contract,Unknown,GBP
Payroll Officer,HAYS,"St. Mellons, Cardiff",Accounting & Finance Jobs,28440.04,28440.04,28440.04,contract,Unknown,GBP
Decorator (Self-Employed),MyJobQuote,"Carlisle, Cumbria",Trade & Construction Jobs,44946.2,44946.2,44946.2,contract,Unknown,GBP
Bathroom Fitter (Self-Employed),MyJobQuote,"Lichfield, Staffordshire",Trade & Construction Jobs,47772.17,47772.17,47772.17,contract,Unknown,GBP
Painter & Decorator (Self-Employed),MyJobQuote,"Reading, Berkshire",Trade & Construction Jobs,40285.41,40285.41,40285.41,contract,Unknown,GBP
Builder (Self-Employed),MyJobQuote,"Kidderminster, Worcestershire",Trade & Construction Jobs,47738.69,47738.69,47738.69,contract,Unknown,GBP
Painter & Decorator (Self-Employed),MyJobQuote,"Chester, Cheshire",Trade & Construction Jobs,42776.53,42776.53,42776.53,contract,Unknown,GBP
Decorator (Self-Employed),MyJobQuote,"Chester, Cheshire",Trade & Construction Jobs,41158.43,41158.43,41158.43,contract,Unknown,GBP
Bathroom Fitter (Self-Employed),MyJobQuote,"York, North Yorkshire",Trade & Construction Jobs,45452.21,45452.21,45452.21,contract,Unknown,GBP
Customer Team Leader,Co-op,"Tonbridge, Kent",Retail Jobs,13.0,13.0,13.0,permanent,part_time,GBP
Painter & Decorator (Self-Employed),MyJobQuote,"Stratford-Upon-Avon, Warwickshire",Trade & Construction Jobs,44201.63,44201.63,44201.63,contract,Unknown,GBP
Head of Finance,HAYS,"Cornwall, South West England",Accounting & Finance Jobs,62378.06,62378.06,62378.06,Unknown,Unknown,GBP
Bathroom Fitter (Self-Employed),MyJobQuote,"Sutton Coldfield, West Midlands",Trade & Construction Jobs,46743.7,46743.7,46743.7,contract,Unknown,GBP
Decorator (Self-Employed),MyJobQuote,"Warwick, Warwickshire",Trade & Construction Jobs,46854.92,46854.92,46854.92,contract,Unknown,GBP
Painter & Decorator (Self-Employed),MyJobQuote,"Tyne & Wear, North East England",Trade & Construction Jobs,44828.18,44828.18,44828.18,contract,Unknown,GBP
Painter & Decorator (Self-Employed),MyJobQuote,"Bournemouth, Dorset",Trade & Construction Jobs,42660.31,42660.31,42660.31,contract,Unknown,GBP
Kitchen Fitter (Self-Employed),MyJobQuote,"Healey, Rochdale",Trade & Construction Jobs,39908.37,39908.37,39908.37,contract,Unknown,GBP
Decorator (Self-Employed),MyJobQuote,"Windsor, Windsor & Maidenhead",Trade & Construction Jobs,40962.37,40962.37,40962.37,contract,Unknown,GBP
Bathroom Fitter (Self-Employed),MyJobQuote,"Bermuda Park, Nuneaton",Trade & Construction Jobs,50424.61,50424.61,50424.61,contract,Unknown,GBP
Decorator (Self-Employed),MyJobQuote,"Cullompton, Devon",Trade & Construction Jobs,45564.53,45564.53,45564.53,contract,Unknown,GBP
"SEN / SEND Tutor, Shropshire",Targeted Provision Ltd,"Coalbrookdale, Telford",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Builder (Self-Employed),MyJobQuote,"Newton Solney, Burton-On-Trent",Trade & Construction Jobs,50804.44,50804.44,50804.44,contract,Unknown,GBP
Builder (Self-Employed),MyJobQuote,"Leeds, West Yorkshire",Trade & Construction Jobs,43758.22,43758.22,43758.22,contract,Unknown,GBP
Builder (Self-Employed),MyJobQuote,"Worcester, Worcestershire",Trade & Construction Jobs,42356.95,42356.95,42356.95,contract,Unknown,GBP
Decorator (Self-Employed),MyJobQuote,"County Tyrone, Northern Ireland",Trade & Construction Jobs,42177.01,42177.01,42177.01,contract,Unknown,GBP
Treasury Manager,HAYS,"Antrim, County Antrim",Accounting & Finance Jobs,52618.84,52618.84,52618.84,Unknown,Unknown,GBP
Painter & Decorator (Self-Employed),MyJobQuote,"Newbury, West Berkshire",Trade & Construction Jobs,40292.24,40292.24,40292.24,contract,Unknown,GBP
Building Safety Manager,HAYS,"London, UK",Trade & Construction Jobs,54939.36,54939.36,54939.36,Unknown,Unknown,GBP
Bathroom Fitter (Self-Employed),MyJobQuote,"Chorley, Lancashire",Trade & Construction Jobs,44317.54,44317.54,44317.54,contract,Unknown,GBP
Bathroom Fitter (Self-Employed),MyJobQuote,"Liverpool, Merseyside",Trade & Construction Jobs,45177.53,45177.53,45177.53,contract,Unknown,GBP
Builder (Self-Employed),MyJobQuote,"Bridgend, Bridgend County",Trade & Construction Jobs,48454.09,48454.09,48454.09,contract,Unknown,GBP
Delivery Driver - Crawley,Ocado Logistics,"Dormans Park, East Grinstead",Logistics & Warehouse Jobs,13.0,13.0,13.0,permanent,full_time,GBP
Builder (Self-Employed),MyJobQuote,"Leavesden, Watford",Trade & Construction Jobs,42597.37,42597.37,42597.37,contract,Unknown,GBP
Roadside Technician,RAC,"St. Mary Cray, Orpington",Engineering Jobs,42597.37,66000.0,54298.685,Unknown,full_time,GBP
Site Manager,HAYS,"Flintshire, Wales",Trade & Construction Jobs,56347.06,56347.06,56347.06,Unknown,Unknown,GBP
Builder (Self-Employed),MyJobQuote,"Wrexham, Wales",Trade & Construction Jobs,47500.18,47500.18,47500.18,contract,Unknown,GBP
Kitchen Fitter (Self-Employed),MyJobQuote,"Chertsey, Surrey",Trade & Construction Jobs,45029.95,45029.95,45029.95,contract,Unknown,GBP
Purchase Ledger Clerk,HAYS,"Christchurch, Dorset",Accounting & Finance Jobs,35236.08,35236.08,35236.08,contract,Unknown,GBP
SEN Teacher,Targeted Provision Ltd,"Hilperton Marsh, Trowbridge",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
"SEN / SEND Tutor, Warwickshire",Targeted Provision Ltd,"Exhall, Bedworth",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Builder (Self-Employed),MyJobQuote,"Powys, Wales",Trade & Construction Jobs,47570.77,47570.77,47570.77,contract,Unknown,GBP
Tax Technician,HAYS,"Belfast, Northern Ireland",Accounting & Finance Jobs,30293.3,30293.3,30293.3,Unknown,Unknown,GBP
Painter & Decorator (Self-Employed),MyJobQuote,"Dundee, Scotland",Trade & Construction Jobs,45791.23,45791.23,45791.23,contract,Unknown,GBP
Roadside Technician - Bromley,RAC,"Brompton, Gillingham",Engineering Jobs,45791.23,66000.0,55895.615000000005,Unknown,full_time,GBP
Electrician,HAYS,"Nottingham, Nottinghamshire",Trade & Construction Jobs,37628.42,37628.42,37628.42,contract,Unknown,GBP
